id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop
261028,2020-01-05,domingo,15:00:00,AM,174,972,MANAUS,Defeito Mecânico no Veículo,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Simples,Reta,Não,3,0,3,0,0,0,3,1,-2.20712585,-60.01829448,SR-AM,UOP02/AM,
261251,2020-01-06,segunda-feira,11:20:00,AM,174,986.9,PRESIDENTE FIGUEIREDO,Ingestão de Álcool,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Não Informado,Não,2,0,2,0,0,0,2,1,-2.08151553,-60.00707746,SR-AM,UOP02/AM,
262951,2020-01-15,quarta-feira,11:00:00,AM,174,924.9,MANAUS,Falta de Atenção à Condução,Saída de leito carroçável,Com Vítimas Fatais,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,2,1,0,0,0,1,0,1,-2.61522997,-60.03946148,SR-AM,UOP01/AM,
263666,2020-01-18,sábado,19:50:00,AM,174,966,PRESIDENTE FIGUEIREDO,Falta de Atenção à Condução,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Curva,Não,1,0,1,0,0,0,1,1,-2.16036133,-60.00457764,SR-AM,UOP02/AM,
265686,2020-01-28,terça-feira,06:40:00,AM,319,693,HUMAITA,Falta de Atenção à Condução,Saída de leito carroçável,Com Vítimas Feridas,Amanhecer,Decrescente,Céu Claro,Simples,Reta,Não,3,0,2,1,0,0,3,1,-7.679187,-63.08162918,SR-RO,DEL21/01,UOP03/RO
266377,2020-01-31,sexta-feira,23:00:00,AM,174,1015,PRESIDENTE FIGUEIREDO,Defeito Mecânico no Veículo,Tombamento,Sem Vítimas,Plena Noite,Decrescente,Nublado,Simples,Não Informado,Não,1,0,0,0,1,0,0,1,-1.85459896,-60.09840096,SR-AM,UOP02/AM,
266516,2020-02-01,sábado,15:10:00,AM,174,984,PRESIDENTE FIGUEIREDO,Falta de Atenção à Condução,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Desvio Temporário,Não,1,0,1,0,0,0,1,1,-2.10373508,-59.99445126,SR-AM,UOP02/AM,
266876,2020-02-03,segunda-feira,05:00:00,AM,319,50,CAREIRO,Animais na Pista,Atropelamento de Animal,Com Vítimas Feridas,Amanhecer,Decrescente,Céu Claro,Simples,Reta,Não,5,0,2,0,2,1,2,3,-3.43655744,-59.98295489,SR-AM,UOP04/AM,
267111,2020-02-04,terça-feira,16:50:00,AM,174,972.1,MANAUS,Falta de Atenção à Condução,Saída de leito carroçável,Sem Vítimas,Anoitecer,Crescente,Céu Claro,Simples,Reta,Não,1,0,0,0,0,1,0,1,-2.20712585,-60.01829448,SR-AM,UOP02/AM,
268224,2020-02-09,domingo,10:50:00,AM,319,679.8,HUMAITA,Falta de Atenção à Condução,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Reta,Não,2,0,2,0,0,0,2,1,-7.560477,-63.077916,SR-RO,DEL21/01,UOP03/RO
268698,2020-02-11,terça-feira,17:00:00,AM,319,40,CANUTAMA,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,2,1,0,0,1,0,0,2,-8.63988203,-63.99604448,SR-AM,UOP04/AM,
268816,2020-02-02,domingo,09:30:00,AM,174,900,MANAUS,Desobediência às normas de trânsito pelo condutor,Colisão com objeto estático,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,2,0,1,0,1,0,1,2,-2.83486603,-60.03363028,SR-AM,UOP01/AM,
268968,2020-02-13,quinta-feira,10:00:00,AM,174,990,PRESIDENTE FIGUEIREDO,Falta de Atenção à Condução,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Rotatória,Sim,1,0,1,0,0,0,1,1,-2.05515051,-60.02282739,SR-AM,UOP02,DEL01
270649,2020-01-17,sexta-feira,17:30:00,AM,174,1015,PRESIDENTE FIGUEIREDO,Carga excessiva e/ou mal acondicionada,Colisão traseira,Com Vítimas Feridas,Anoitecer,Crescente,Céu Claro,Simples,Não Informado,Não,6,0,3,1,2,0,4,3,-1.85459896,-60.09840096,SR-AM,UOP02/AM,
272202,2020-02-23,domingo,17:30:00,AM,174,913.1,MANAUS,Ingestão de Álcool,Saída de leito carroçável,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Simples,Reta,Não,1,0,0,1,0,0,1,1,-2.71723198,-60.04750388,SR-AM,UOP01,DEL01
275307,2020-03-14,sábado,05:30:00,AM,319,691,HUMAITA,Ingestão de Álcool,Saída de leito carroçável,Sem Vítimas,Amanhecer,Decrescente,Céu Claro,Simples,Reta,Não,1,0,0,0,0,1,0,1,-7.66136301,-63.08112085,SR-RO,UOP03,DEL01
275799,2020-03-15,domingo,02:50:00,AM,174,885,MANAUS,Ingestão de Álcool,Colisão frontal,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Simples,Curva,Sim,4,0,0,0,4,0,0,2,-2.96448848,-60.02343676,SR-AM,UOP01,DEL01
276006,2020-03-17,terça-feira,14:05:00,AM,174,928,MANAUS,Condutor Dormindo,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Não Informado,Não,1,0,1,0,0,0,1,1,-2.59031258,-60.03400959,SR-AM,UOP01,DEL01
276106,2020-03-15,domingo,03:30:00,AM,174,898,MANAUS,Ingestão de Álcool,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Curva,Não,2,0,2,0,0,0,2,1,-2.85248508,-60.03576584,SR-AM,UOP01,DEL01
276497,2020-03-20,sexta-feira,05:10:00,AM,230,620,HUMAITA,Animais na Pista,Atropelamento de Animal,Com Vítimas Feridas,Amanhecer,Crescente,Nublado,Simples,Reta,Não,2,0,0,2,0,0,2,1,-7.57284063,-63.11645508,SR-RO,UOP03,DEL01
276533,2020-03-07,sábado,16:00:00,AM,174,977,PRESIDENTE FIGUEIREDO,Desobediência às normas de trânsito pelo condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Não Informado,Não,3,0,2,0,1,0,2,2,-2.1638501,-60.00584867,SR-AM,UOP02,DEL01
276971,2020-03-09,segunda-feira,11:00:00,AM,174,967,MANAUS,Condutor Dormindo,Colisão com objeto estático,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,1,0,0,0,0,1,0,1,-2.24968286,-60.03237023,SR-AM,UOP02,DEL01
277122,2020-03-24,terça-feira,20:50:00,AM,319,98,CAREIRO,Avarias e/ou desgaste excessivo no pneu,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,2,0,1,1,0,0,2,1,-3.7299389,-60.2795072,SR-AM,UOP03,DEL01
277530,2020-03-28,sábado,23:00:00,AM,174,887,MANAUS,Ingestão de Álcool,Colisão lateral,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Não Informado,Sim,2,0,1,0,1,0,1,2,-2.95155098,-60.03337749,SR-AM,UOP01,DEL01
277989,2020-03-22,domingo,17:10:00,AM,319,29,CAREIRO,Defeito Mecânico no Veículo,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Simples,Reta,Não,2,0,1,1,0,0,2,1,-3.31606802,-59.87815776,SR-AM,UOP04/AM,
278409,2020-04-04,sábado,20:00:00,AM,174,888,MANAUS,Ingestão de Álcool,Colisão frontal,Sem Vítimas,Plena Noite,Crescente,Nublado,Simples,Reta,Não,2,0,0,0,2,0,0,2,-2.942329,-60.03368092,SR-AM,UOP01,DEL01
280498,2020-04-02,quinta-feira,22:20:00,AM,174,892,MANAUS,Falta de Atenção do Pedestre,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Crescente,Ignorado,Simples,Reta,Não,3,0,0,1,0,2,1,1,-2.90664118,-60.03718448,SR-AM,UOP01,DEL01
281246,2020-04-17,sexta-feira,20:40:00,AM,174,913,MANAUS,Ingestão de álcool e/ou substâncias psicoativas pelo pedestre,Colisão traseira,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,7,0,0,0,7,0,0,2,-2.96013181,-60.03920462,SR-AM,UOP01,DEL01
281490,2020-04-25,sábado,23:15:00,AM,230,627.6,HUMAITA,Animais na Pista,Atropelamento de Animal,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Simples,Reta,Não,2,0,2,0,0,0,2,1,-7.58183667,-63.13566211,SR-RO,UOP03,DEL01
281641,2020-04-26,domingo,22:00:00,AM,319,127,CAREIRO,Falta de Atenção à Condução,Saída de leito carroçável,Com Vítimas Fatais,Plena Noite,Decrescente,Chuva,Simples,Reta,Não,1,1,0,0,0,0,0,1,-3.90489414,-60.45111976,SR-AM,UOP03,DEL01
281691,2020-04-27,segunda-feira,05:30:00,AM,319,724,HUMAITA,Falta de Atenção à Condução,Colisão frontal,Com Vítimas Fatais,Amanhecer,Crescente,Chuva,Simples,Reta,Não,4,2,1,0,0,1,1,3,-7.878698,-63.269464,SR-RO,UOP03,DEL01
282096,2020-04-29,quarta-feira,22:40:00,AM,174,915,MANAUS,Defeito Mecânico no Veículo,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,1,0,0,1,0,0,1,1,-2.699743,-60.049553,SR-AM,UOP01,DEL01
283777,2020-05-10,domingo,14:40:00,AM,230,614,HUMAITA,Falta de Atenção à Condução,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,3,0,3,0,0,0,3,1,-7.522437,-63.03777,SR-RO,UOP03,DEL01
284483,2020-05-14,quinta-feira,11:00:00,AM,317,500,BOCA DO ACRE,Defeito na Via,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Reta,Não,1,0,1,0,0,0,1,1,-9.43676339,-67.29174856,SR-AC,UOP01,DEL01
284666,2020-05-15,sexta-feira,23:30:00,AM,174,991,PRESIDENTE FIGUEIREDO,Pista Escorregadia,Colisão com objeto estático,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Simples,Interseção de vias,Sim,3,0,0,0,3,0,0,1,-2.0488020769,-60.0260163846,SR-AM,UOP02,DEL01
284805,2020-04-10,sexta-feira,08:00:00,AM,174,1083.1,PRESIDENTE FIGUEIREDO,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva,Não,2,0,1,1,0,0,2,1,-1.33784094,-60.37592189,SR-AM,UOP02,DEL01
284848,2020-05-16,sábado,14:38:00,AM,174,1103,PRESIDENTE FIGUEIREDO,Falta de Atenção à Condução,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,4,0,1,0,1,2,1,1,-1.17386197,-60.43823751,SR-AM,UOP02,DEL01
285225,2020-04-21,terça-feira,18:45:00,AM,174,889,MANAUS,Falta de Atenção à Condução,Colisão transversal,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,3,0,0,0,2,1,0,2,-2.93314499,-60.03449693,SR-AM,UOP01,DEL01
286341,2020-05-25,segunda-feira,19:45:00,AM,174,887,MANAUS,Falta de Atenção do Pedestre,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Curva,Não,2,0,1,1,0,0,2,1,-2.95155098,-60.03337749,SR-AM,UOP01,DEL01
286370,2020-05-26,terça-feira,03:15:00,AM,174,910,MANAUS,Animais na Pista,Atropelamento de Animal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,4,0,1,0,3,0,1,1,-2.74460598,-60.04346489,SR-AM,UOP01,DEL01
286537,2020-05-26,terça-feira,08:15:00,AM,230,500,HUMAITA,Defeito na Via,Capotamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,3,0,3,0,0,0,3,1,-7.9070916,-62.16153243,SR-RO,UOP03,DEL01
286838,2020-05-27,quarta-feira,05:30:00,AM,174,1047,PRESIDENTE FIGUEIREDO,Defeito Mecânico no Veículo,Tombamento,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Simples,Não Informado,Não,1,0,0,0,1,0,0,1,-1.6057841,-60.2034302,SR-AM,UOP02,DEL01
287189,2020-05-30,sábado,11:05:00,AM,319,709,HUMAITA,Defeito na Via,Saída de leito carroçável,Com Vítimas Fatais,Pleno dia,Decrescente,Céu Claro,Simples,Curva,Não,3,1,1,0,0,1,1,1,-7.79130807,-63.16072987,SR-RO,UOP03,DEL01
288161,2020-06-04,quinta-feira,19:30:00,AM,174,959,MANAUS,Condutor Dormindo,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,3,0,3,0,0,0,3,1,-2.31941605,-60.04638457,SR-AM,UOP01,DEL01
288288,2020-06-05,sexta-feira,14:30:00,AM,319,42,CAREIRO,Animais na Pista,Atropelamento de Animal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,3,0,2,0,0,1,2,1,-3.41701735,-59.9156279,SR-AM,UOP03,DEL01
288802,2020-06-07,domingo,19:00:00,AM,174,916,MANAUS,Ingestão de Álcool,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,3,0,3,0,0,0,3,1,-2.69127403,-60.04856282,SR-AM,UOP01,DEL01
289448,2020-06-11,quinta-feira,05:20:00,AM,319,65,CAREIRO,Animais na Pista,Atropelamento de Animal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,2,0,1,0,1,0,1,1,-3.4849989,-60.1083001,SR-AM,UOP03,DEL01
289457,2020-06-11,quinta-feira,07:00:00,AM,317,503,BOCA DO ACRE,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva,Não,2,0,1,0,1,0,1,2,-9.46574206,-67.28807312,SR-AC,UOP01,DEL01
289529,2020-06-11,quinta-feira,18:20:00,AM,230,617.7,HUMAITA,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Interseção de vias,Sim,3,0,1,0,2,0,1,2,-7.543203,-63.067692,SR-RO,UOP03,DEL01
290122,2020-06-15,segunda-feira,07:00:00,AM,174,990,PRESIDENTE FIGUEIREDO,Falta de Atenção à Condução,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Simples,Interseção de vias,Sim,2,0,0,0,2,0,0,2,-2.05668983,-60.02189673,SR-AM,UOP02,DEL01
290371,2020-06-16,terça-feira,19:15:00,AM,319,60,CAREIRO,Animais na Pista,Atropelamento de Animal,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,3,0,0,0,3,0,0,1,-3.471687,-60.075851,SR-AM,UOP03,DEL01
290606,2020-06-18,quinta-feira,06:00:00,AM,174,1046,PRESIDENTE FIGUEIREDO,Carga excessiva e/ou mal acondicionada,Danos eventuais,Sem Vítimas,Amanhecer,Decrescente,Nevoeiro/Neblina,Simples,Não Informado,Não,1,0,0,0,1,0,0,1,-1.60513601,-60.20385873,SR-AM,UOP02,DEL01
291341,2020-06-18,quinta-feira,05:10:00,AM,174,1016,PRESIDENTE FIGUEIREDO,Defeito na Via,Danos eventuais,Sem Vítimas,Amanhecer,Crescente,Nevoeiro/Neblina,Simples,Reta,Não,1,0,0,0,1,0,0,1,-1.84829597,-60.10479197,SR-AM,UOP02,DEL01
291980,2020-06-25,quinta-feira,16:30:00,AM,174,1022,PRESIDENTE FIGUEIREDO,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,3,0,2,0,1,0,2,2,-1.81517602,-60.14558609,SR-AM,UOP02,DEL01
292260,2020-06-27,sábado,12:25:00,AM,174,987.8,PRESIDENTE FIGUEIREDO,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Não Informado,Não,3,0,2,0,1,0,2,2,-2.08026265,-60.00798507,SR-AM,UOP02,DEL01
292835,2020-06-30,terça-feira,17:15:00,AM,319,15,CAREIRO DA VARZEA,Desobediência às normas de trânsito pelo condutor,Atropelamento de Pedestre,Com Vítimas Feridas,Anoitecer,Crescente,Céu Claro,Simples,Reta,Não,3,0,0,1,1,1,1,1,-3.20776193,-59.87058395,SR-AM,UOP03,DEL01
292952,2020-07-01,quarta-feira,16:00:00,AM,174,990,PRESIDENTE FIGUEIREDO,Pista Escorregadia,Saída de leito carroçável,Sem Vítimas,Pleno dia,Crescente,Chuva,Dupla,Não Informado,Sim,3,0,0,0,2,1,0,1,-2.04485843,-60.02565276,SR-AM,UOP02,DEL01
293528,2020-07-02,quinta-feira,00:30:00,AM,174,967,MANAUS,Restrição de Visibilidade,Atropelamento de Pedestre,Com Vítimas Fatais,Plena Noite,Crescente,Nevoeiro/Neblina,Simples,Reta,Não,2,1,0,0,1,0,0,1,-2.247971,-60.03137,SR-AM,UOP02,DEL01
294827,2020-07-11,sábado,16:00:00,AM,174,944,MANAUS,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Anoitecer,Crescente,Chuva,Simples,Desvio Temporário,Não,4,0,1,2,1,0,3,2,-2.45203092,-60.02527338,SR-AM,UOP01,DEL01
295106,2020-07-12,domingo,16:40:00,AM,174,886,MANAUS,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,2,0,1,1,0,0,2,1,-2.93138327,-60.0349617,SR-AM,UOP01,DEL01
295254,2020-07-13,segunda-feira,13:10:00,AM,NA,NA,HUMAITA,Condutor Dormindo,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Não Informado,Sol,Simples,Reta,Não,1,0,1,0,0,0,1,1,-7.652233,-63.080819,SR-RO,DEL01,RO
295401,2020-07-14,terça-feira,10:00:00,AM,230,614,HUMAITA,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Fatais,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim,3,1,1,1,0,0,2,2,-7.53106331,-63.05002213,SR-RO,UOP03,DEL01
295575,2020-07-15,quarta-feira,10:00:00,AM,319,13,CAREIRO DA VARZEA,Restrição de Visibilidade,Colisão com objeto estático,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,1,0,0,0,1,0,0,1,-3.1902597,-59.86871,SR-AM,UOP03,DEL01
295731,2020-07-16,quinta-feira,10:30:00,AM,319,101.9,CAREIRO,Defeito na Via,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Garoa/Chuvisco,Simples,Reta,Não,2,0,1,0,1,0,1,1,-3.75392681,-60.2940363,SR-AM,UOP03,DEL01
296241,2020-07-18,sábado,20:15:00,AM,230,614,HUMAITA,Ingestão de Álcool,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Sim,4,0,3,0,0,1,3,1,-7.525219,-63.041895,SR-RO,UOP03,DEL01
296263,2020-07-18,sábado,11:00:00,AM,319,158,CAREIRO,Falta de Atenção do Pedestre,Atropelamento de Pedestre,Com Vítimas Fatais,Pleno dia,Decrescente,Sol,Simples,Reta,Não,2,1,0,0,1,0,0,2,-4.07235331,-60.66928677,SR-AM,UOP03,DEL01
297065,2020-07-23,quinta-feira,07:45:00,AM,174,1012,PRESIDENTE FIGUEIREDO,Falta de Atenção à Condução,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,1,0,1,0,0,0,1,1,-1.87049511,-60.07864523,SR-AM,UOP02,DEL01
298373,2020-07-25,sábado,20:00:00,AM,174,900,MANAUS,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,2,0,2,0,0,0,2,2,-2.859752,-60.036782,SR-AM,UOP01,DEL01
298509,2020-07-31,sexta-feira,02:00:00,AM,174,944,MANAUS,Condutor Dormindo,Colisão com objeto estático,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,2,0,0,0,2,0,0,1,-2.45203092,-60.02527338,SR-AM,UOP01,DEL01
299169,2020-08-03,segunda-feira,05:45:00,AM,230,613,HUMAITA,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Amanhecer,Crescente,Céu Claro,Simples,Interseção de vias,Sim,2,0,1,0,1,0,1,2,-7.521324,-63.036347,SR-RO,UOP03,DEL01
299777,2020-08-06,quinta-feira,15:00:00,AM,174,978,PRESIDENTE FIGUEIREDO,Ultrapassagem Indevida,Capotamento,Sem Vítimas,Pleno dia,Decrescente,Sol,Simples,Reta,Não,2,0,0,0,2,0,0,2,-2.14617041,-60.00073001,SR-AM,UOP02,DEL01
300438,2020-08-09,domingo,15:00:00,AM,174,1013,PRESIDENTE FIGUEIREDO,Defeito Mecânico no Veículo,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Desvio Temporário,Não,1,0,1,0,0,0,1,1,-1.8626430824,-60.082973104,SR-AM,UOP02,DEL01
300449,2020-08-09,domingo,15:45:00,AM,174,885,MANAUS,Ingestão de Álcool,Engavetamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim,10,0,2,0,8,0,2,5,-2.96448848,-60.02343676,SR-AM,UOP01,DEL01
300460,2020-08-08,sábado,19:30:00,AM,174,1130,PRESIDENTE FIGUEIREDO,Defeito na Via,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,2,0,2,0,0,0,2,1,-0.927216,-60.510631,SR-AM,UOP02,DEL01
300726,2020-08-10,segunda-feira,16:40:00,AM,319,815,CANUTAMA,Falta de Atenção à Condução,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,2,0,1,1,0,0,2,1,-8.58787504,-63.99427475,SR-RO,UOP01,DEL01
300806,2020-08-11,terça-feira,06:30:00,AM,319,101.7,CAREIRO,Defeito na Via,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,6,0,4,0,2,0,4,2,-3.7539268115,-60.2940362958,SR-AM,UOP03,DEL01
301007,2020-07-13,segunda-feira,09:30:00,AM,174,997,PRESIDENTE FIGUEIREDO,Falta de Atenção à Condução,Capotamento,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,2,0,0,0,2,0,0,1,-1.994507,-60.02663,SR-AM,UOP02,DEL01
301016,2020-08-12,quarta-feira,10:00:00,AM,174,990,PRESIDENTE FIGUEIREDO,Desobediência às normas de trânsito pelo condutor,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Rotatória,Sim,3,0,0,2,1,0,2,2,-2.053433,-60.0239,SR-AM,UOP02,DEL01
301128,2020-08-12,quarta-feira,18:10:00,AM,230,646,HUMAITA,Restrição de Visibilidade,Capotamento,Com Vítimas Feridas,Anoitecer,Decrescente,Nublado,Simples,Reta,Não,3,0,2,1,0,0,3,1,-7.54171542,-63.30362499,SR-RO,UOP03,DEL01
301229,2020-08-13,quinta-feira,04:30:00,AM,319,71,CAREIRO,Animais na Pista,Atropelamento de Animal,Com Vítimas Feridas,Amanhecer,Crescente,Nevoeiro/Neblina,Simples,Reta,Não,4,0,1,0,3,0,1,1,-3.52548628,-60.1470447,SR-AM,UOP03,DEL01
302284,2020-08-18,terça-feira,16:00:00,AM,174,887,MANAUS,Desobediência às normas de trânsito pelo condutor,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Desvio Temporário,Não,3,0,1,0,2,0,1,2,-2.95155098,-60.03337749,SR-AM,UOP01,DEL01
302810,2020-08-16,domingo,17:10:00,AM,174,895,MANAUS,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Simples,Não Informado,Não,3,0,2,0,0,1,2,2,-2.879263,-60.03522308,SR-AM,UOP01,DEL01
302852,2020-08-21,sexta-feira,23:00:00,AM,174,898.4,MANAUS,Defeito Mecânico no Veículo,Incêndio,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,1,0,0,0,1,0,0,1,-2.853274,-60.036159,SR-AM,UOP01,DEL01
304303,2020-08-29,sábado,10:20:00,AM,174,902,MANAUS,Falta de Atenção à Condução,Colisão lateral,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,3,0,1,0,2,0,1,2,-2.81655004,-60.03586038,SR-AM,UOP01,DEL01
304490,2020-08-29,sábado,19:30:00,AM,174,894.5,MANAUS,Falta de Atenção à Condução,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Simples,Reta,Não,1,0,1,0,0,0,1,1,-2.88848901,-60.03510842,SR-AM,UOP01,DEL01
304853,2020-08-31,segunda-feira,14:20:00,AM,174,987,PRESIDENTE FIGUEIREDO,Falta de Atenção à Condução,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,2,0,1,1,0,0,2,1,-2.08074356,-60.00745296,SR-AM,UOP02,DEL01
305757,2020-09-04,sexta-feira,07:10:00,AM,174,1127.6,PRESIDENTE FIGUEIREDO,Falta de Atenção à Condução,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,1,0,1,0,0,0,1,1,-0.965663,-60.498903,SR-AM,UOP02,DEL01
306012,2020-09-05,sábado,19:30:00,AM,174,965,MANAUS,Restrição de Visibilidade,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Não Informado,Não,11,0,11,0,0,0,11,2,-2.26471,-60.039685,SR-AM,UOP02,DEL01
306144,2020-09-06,domingo,10:10:00,AM,174,965,MANAUS,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Reta,Não,4,0,2,0,2,0,2,2,-2.26580199,-60.0398401,SR-AM,UOP02,DEL01
306496,2020-09-07,segunda-feira,17:50:00,AM,174,995.4,PRESIDENTE FIGUEIREDO,Ultrapassagem Indevida,Colisão lateral,Com Vítimas Feridas,Anoitecer,Crescente,Chuva,Simples,Não Informado,Não,4,0,2,0,2,0,2,2,-2.012597,-60.026226,SR-AM,UOP02,DEL01
306519,2020-09-07,segunda-feira,16:00:00,AM,230,542,HUMAITA,Defeito na Via,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,4,0,4,0,0,0,4,1,-7.73299245,-62.49293017,SR-RO,UOP03,DEL01
306711,2020-09-08,terça-feira,20:00:00,AM,319,94,CAREIRO,Ingestão de álcool e/ou substâncias psicoativas pelo pedestre,Atropelamento de Pedestre,Com Vítimas Fatais,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,3,1,0,1,0,1,1,3,-3.69295005,-60.27466675,SR-AM,UOP03,DEL01
