id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop
269712,2020-02-16,domingo,18:00:00,MA,10,129,ESTREITO,Ingestão de Álcool,Tombamento,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Simples,Rotatória,Sim,1,0,1,0,0,0,1,1,-6.557551,-47.448788,SR-MA,UOP02,DEL04
269734,2020-02-16,domingo,19:50:00,MA,135,35,BACABEIRA,Condutor Dormindo,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Garoa/Chuvisco,Dupla,Reta,Não,1,0,0,1,0,0,1,1,-2.849089,-44.374672,SR-MA,UOP01,DEL01
269739,2020-02-16,domingo,16:40:00,MA,10,251.3,IMPERATRIZ,Defeito Mecânico no Veículo,Colisão transversal,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Interseção de vias,Não,4,0,0,0,4,0,0,2,-5.543249,-47.464447,SR-MA,UOP01,DEL04
269809,2020-02-17,segunda-feira,07:30:00,MA,135,13.4,SAO LUIS,Desobediência às normas de trânsito pelo condutor,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Não Informado,Sim,2,0,1,0,1,0,1,2,-2.68053538,-44.29512283,SR-MA,UOP01,DEL01
269855,2020-02-17,segunda-feira,11:45:00,MA,222,673,ACAILANDIA,Não guardar distância de segurança,Engavetamento,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Não Informado,Sim,4,0,0,0,3,1,0,3,-4.95555332,-47.49869227,SR-MA,UOP03,DEL04
269892,2020-02-17,segunda-feira,06:20:00,MA,135,89,ITAPECURU MIRIM,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,3,1,1,0,1,0,1,2,-3.28431704,-44.41158095,SR-MA,UOP02,DEL01
270341,2020-02-19,quarta-feira,23:30:00,MA,10,247.8,IMPERATRIZ,Ingestão de Álcool,Colisão frontal,Com Vítimas Feridas,Plena Noite,Crescente,Garoa/Chuvisco,Simples,Não Informado,Sim,3,0,1,1,1,0,2,2,-5.573772,-47.443893,SR-MA,UOP01,DEL04
270428,2020-02-20,quinta-feira,10:20:00,MA,10,128,ESTREITO,Pista Escorregadia,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Reta,Sim,2,0,2,0,0,0,2,2,-6.564439,-47.44772,SR-MA,UOP02,DEL04
270435,2020-02-04,terça-feira,15:30:00,MA,226,597.7,ESTREITO,Desobediência às normas de trânsito pelo condutor,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Interseção de vias,Sim,2,0,1,0,1,0,1,2,-6.5532705,-47.43990226,SR-MA,UOP02,DEL04
270473,2020-02-20,quinta-feira,11:45:00,MA,10,248,IMPERATRIZ,Desobediência às normas de trânsito pelo condutor,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim,2,0,0,1,1,0,1,2,-5.566143,-47.449028,SR-MA,UOP01,DEL04
270548,2020-02-20,quinta-feira,20:30:00,MA,10,326.4,ACAILANDIA,Condutor Dormindo,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Simples,Reta,Não,1,0,0,1,0,0,1,1,-4.864507,-47.515343,SR-MA,UOP03,DEL04
270576,2020-02-20,quinta-feira,21:30:00,MA,135,23,SAO LUIS,Falta de Atenção do Pedestre,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Simples,Reta,Sim,2,0,0,1,1,0,1,1,-2.75265593,-44.34833106,SR-MA,UOP01,DEL01
270653,2020-02-21,sexta-feira,11:00:00,MA,135,1.4,SAO LUIS,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,-2.58917895,-44.24423719,SR-MA,UOP01,DEL01
270693,2020-02-14,sexta-feira,17:15:00,MA,135,3.5,SAO LUIS,Desobediência às normas de trânsito pelo condutor,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,6,0,1,0,5,0,1,5,-2.606802,-44.247512,SR-MA,UOP01,DEL01
270784,2020-02-21,sexta-feira,01:30:00,MA,10,178,CAMPESTRE DO MARANHAO,Ingestão de Álcool,Atropelamento de Pedestre,Com Vítimas Fatais,Plena Noite,Decrescente,Garoa/Chuvisco,Simples,Reta,Não,3,1,2,0,0,0,2,1,-6.158751,-47.367653,SR-MA,UOP02,DEL04
270796,2020-02-21,sexta-feira,11:09:00,MA,226,562,PORTO FRANCO,Defeito na Via,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Desvio Temporário,Não,2,0,2,0,0,0,2,1,-6.31379639,-47.31214979,SR-MA,UOP02,DEL04
270883,2020-02-22,sábado,04:20:00,MA,316,39,MARACACUME,Ingestão de Álcool,Colisão frontal,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,2,0,0,0,1,1,0,2,-1.922581,-46.041145,SR-MA,UOP02,DEL02
270888,2020-02-21,sexta-feira,17:00:00,MA,10,225,GOVERNADOR EDISON LOBAO,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Garoa/Chuvisco,Simples,Não Informado,Sim,2,0,1,0,1,0,1,2,-5.745605,-47.359642,SR-MA,UOP01,DEL04
270895,2020-02-21,sexta-feira,15:10:00,MA,135,93,ITAPECURU MIRIM,Defeito na Via,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Reta,Sim,2,0,0,1,1,0,1,2,-3.31440313,-44.43044386,SR-MA,UOP02,DEL01
270963,2020-02-20,quinta-feira,23:20:00,MA,10,178,CAMPESTRE DO MARANHAO,Ingestão de Álcool,Tombamento,Com Vítimas Fatais,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Sim,1,1,0,0,0,0,0,1,-6.158751,-47.367653,SR-MA,UOP02,DEL04
271151,2020-02-23,domingo,03:00:00,MA,222,330,IGARAPE DO MEIO,Ingestão de Álcool,Saída de leito carroçável,Sem Vítimas,Plena Noite,Decrescente,Ignorado,Simples,Reta,Não,1,0,0,0,1,0,0,1,-3.58861053,-45.02726715,SR-MA,UOP01,DEL02
271196,2020-02-23,domingo,09:40:00,MA,10,249,IMPERATRIZ,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim,4,0,1,0,3,0,1,2,-5.558508,-47.45417,SR-MA,UOP01,DEL04
271358,2020-02-23,domingo,12:00:00,MA,230,132,PASTOS BONS,Defeito Mecânico no Veículo,Incêndio,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,2,0,0,0,1,1,0,1,-6.58075088,-44.00019299,SR-MA,UOP01,DEL05
271374,2020-02-23,domingo,20:00:00,MA,316,163.9,ARAGUANA,Defeito na Via,Colisão frontal,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,5,1,3,1,0,0,4,2,-2.965401,-45.661572,SR-MA,UOP02,DEL02
271462,2020-02-24,segunda-feira,09:30:00,MA,402,127,PRIMEIRA CRUZ,Defeito Mecânico no Veículo,Saída de leito carroçável,Com Vítimas Fatais,Pleno dia,Crescente,Sol,Simples,Curva,Não,5,1,0,4,0,0,4,1,-2.756251,-43.33268,SR-MA,UOP01,DEL01
271744,2020-02-26,quarta-feira,04:50:00,MA,316,532,CAXIAS,Animais na Pista,Atropelamento de Animal,Com Vítimas Feridas,Plena Noite,Crescente,Nevoeiro/Neblina,Simples,Desvio Temporário,Não,1,0,1,0,0,0,1,1,-4.828565,-43.511826,SR-MA,UOP02,DEL03
271753,2020-02-26,quarta-feira,05:00:00,MA,135,50,BACABEIRA,Falta de Atenção à Condução,Colisão com objeto estático,Com Vítimas Feridas,Amanhecer,Crescente,Nublado,Dupla,Viaduto,Sim,16,0,5,0,10,1,5,1,-2.96378009,-44.32065224,SR-MA,UOP01,DEL01
271921,2020-02-26,quarta-feira,16:30:00,MA,316,380,BACABAL,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Ponte,Não,2,0,0,1,1,0,1,2,-4.212195,-44.619816,SR-MA,UOP01,DEL03
272008,2020-02-27,quinta-feira,12:20:00,MA,10,234.2,GOVERNADOR EDISON LOBAO,Desobediência às normas de trânsito pelo condutor,Colisão frontal,Com Vítimas Fatais,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,3,1,0,0,2,0,0,2,-5.66919924,-47.38021374,SR-MA,UOP01,DEL04
272055,2020-02-27,quinta-feira,14:10:00,MA,10,169,PORTO FRANCO,Falta de Atenção à Condução,Tombamento,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Simples,Curva,Não,2,0,0,0,2,0,0,2,-6.239377,-47.350262,SR-MA,UOP02,DEL04
272056,2020-02-27,quinta-feira,12:25:00,MA,316,78,MARANHAOZINHO,Condutor Dormindo,Colisão frontal,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,6,1,2,2,1,0,4,2,-2.225688,-45.861195,SR-MA,UOP02,DEL02
272066,2020-02-27,quinta-feira,15:10:00,MA,135,3,SAO LUIS,Falta de Atenção à Condução,Colisão transversal,Sem Vítimas,Pleno dia,Decrescente,Nublado,Dupla,Desvio Temporário,Não,3,0,0,0,3,0,0,3,-2.606802,-44.247512,SR-MA,UOP01,DEL01
272144,2020-02-28,sexta-feira,00:30:00,MA,222,652,ACAILANDIA,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Garoa/Chuvisco,Simples,Curva,Não,2,0,2,0,0,0,2,2,-4.83750775,-47.28653915,SR-MA,UOP03,DEL04
272308,2020-02-28,sexta-feira,21:40:00,MA,135,39,BACABEIRA,Defeito Mecânico no Veículo,Saída de leito carroçável,Sem Vítimas,Plena Noite,Crescente,Nublado,Dupla,Reta,Não,1,0,0,0,1,0,0,1,-2.88509899,-44.3749714,SR-MA,UOP01,DEL01
272361,2020-02-29,sábado,10:45:00,MA,135,2.9,SAO LUIS,Pista Escorregadia,Colisão frontal,Sem Vítimas,Pleno dia,Crescente,Nublado,Dupla,Não Informado,Sim,1,0,0,0,1,0,0,1,-2.59806699,-44.24573511,SR-MA,UOP01,DEL01
272487,2020-02-29,sábado,21:00:00,MA,222,672.3,ACAILANDIA,Pista Escorregadia,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Garoa/Chuvisco,Simples,Não Informado,Não,1,0,1,0,0,0,1,1,-4.92508085,-47.43821808,SR-MA,UOP03,DEL04
272526,2020-03-01,domingo,04:10:00,MA,222,677.1,ACAILANDIA,Ingestão de Álcool,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Reta,Sim,3,0,1,0,0,2,1,3,-4.94746472,-47.47679017,SR-MA,UOP03,DEL04
272555,2020-03-01,domingo,07:30:00,MA,135,21,SAO LUIS,Pista Escorregadia,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Garoa/Chuvisco,Dupla,Reta,Sim,1,0,1,0,0,0,1,1,-2.53073,-44.3068,SR-MA,UOP01,DEL01
272602,2020-03-01,domingo,13:40:00,MA,10,128,ESTREITO,Ingestão de Álcool,Colisão frontal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Múltipla,Rotatória,Sim,3,0,0,1,2,0,1,2,-6.55767,-47.450233,SR-MA,UOP02,DEL04
272610,2020-03-01,domingo,13:30:00,MA,10,247.9,IMPERATRIZ,Desobediência às normas de trânsito pelo condutor,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim,3,0,2,0,1,0,2,2,-5.573772,-47.443893,SR-MA,UOP01,DEL04
272733,2020-03-02,segunda-feira,01:00:00,MA,316,419.4,PERITORO,Ultrapassagem Indevida,Colisão frontal,Com Vítimas Fatais,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,4,3,0,0,1,0,0,2,-4.346691,-44.379074,SR-MA,UOP01,DEL03
272739,2020-03-01,domingo,20:10:00,MA,402,35,AXIXA,Desobediência às normas de trânsito pelo condutor,Colisão traseira,Sem Vítimas,Anoitecer,Crescente,Céu Claro,Simples,Não Informado,Sim,1,0,0,0,1,0,0,1,-2.85133,-44.067204,SR-MA,UOP01,DEL01
272786,2020-03-02,segunda-feira,06:50:00,MA,135,7.6,SAO LUIS,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Rotatória,Sim,2,0,1,0,1,0,1,2,-2.63608835,-44.26848552,SR-MA,UOP01,DEL01
272850,2020-03-02,segunda-feira,14:15:00,MA,316,558.7,CAXIAS,Ultrapassagem Indevida,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Reta,Não,4,0,2,0,0,2,2,3,-4.88531979,-43.30660528,SR-MA,UOP02,DEL03
272928,2020-03-02,segunda-feira,17:30:00,MA,402,12.2,ROSARIO,Falta de Atenção à Condução,Colisão frontal,Com Vítimas Fatais,Anoitecer,Crescente,Nublado,Simples,Curva,Não,2,1,0,0,1,0,0,2,-2.9456,-44.228416,SR-MA,UOP01,DEL01
273110,2020-03-03,terça-feira,16:05:00,MA,316,591,TIMON,Falta de Atenção à Condução,Engavetamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Não Informado,Não,5,0,2,0,3,0,2,4,-5.00419,-43.032372,SR-MA,UOP02,DEL03
273112,2020-03-03,terça-feira,15:30:00,MA,316,73,MARANHAOZINHO,Desobediência às normas de trânsito pelo condutor,Colisão traseira,Com Vítimas Fatais,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,2,1,0,0,1,0,0,2,-2.181872,-45.872868,SR-MA,UOP02,DEL02
273115,2020-03-03,terça-feira,13:20:00,MA,222,678.4,ACAILANDIA,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Reta,Sim,5,0,2,0,3,0,2,4,-4.95184058,-47.48456324,SR-MA,UOP03,DEL04
273126,2020-03-03,terça-feira,21:40:00,MA,316,553.2,CAXIAS,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Dupla,Reta,Sim,1,0,1,0,0,0,1,1,-4.877648,-43.338158,SR-MA,UOP02,DEL03
273127,2020-03-03,terça-feira,21:00:00,MA,316,565.8,CAXIAS,Defeito Mecânico no Veículo,Saída de leito carroçável,Sem Vítimas,Plena Noite,Crescente,Chuva,Simples,Não Informado,Não,1,0,0,0,1,0,0,1,-4.904245,-43.24197,SR-MA,UOP02,DEL03
273128,2020-03-03,terça-feira,22:09:00,MA,316,567,CAXIAS,Animais na Pista,Atropelamento de Animal,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Simples,Não Informado,Não,2,0,1,0,1,0,1,1,-4.911043,-43.225277,SR-MA,UOP02,DEL03
273191,2020-02-23,domingo,20:15:00,MA,10,146,PORTO FRANCO,Ultrapassagem Indevida,Colisão frontal,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Simples,Reta,Não,3,0,0,2,1,0,2,2,-6.442968,-47.396965,SR-MA,UOP02,DEL04
273201,2020-03-04,quarta-feira,11:10:00,MA,135,14.9,SAO LUIS,Falta de Atenção à Condução,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Curva,Não,1,0,0,1,0,0,1,1,-2.56993862,-44.35695648,SR-MA,UOP01,DEL01
273577,2020-03-06,sexta-feira,11:45:00,MA,10,246,IMPERATRIZ,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Não Informado,Sim,2,0,1,0,1,0,1,2,-5.581313,-47.438831,SR-MA,UOP01,DEL04
273605,2020-03-06,sexta-feira,08:40:00,MA,316,312.8,OLHO DAGUA DAS CUNHAS,Desobediência às normas de trânsito pelo condutor,Colisão lateral,Com Vítimas Fatais,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,3,2,0,0,1,0,0,2,-4.004455,-45.117371,SR-MA,UOP01,DEL02
273690,2020-03-06,sexta-feira,21:20:00,MA,230,3,BARAO DE GRAJAU,Ingestão de Álcool,Colisão lateral,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Interseção de vias,Sim,2,0,1,0,0,1,1,2,-6.75164883,-43.03389094,SR-PI,UOP01,DEL03
273873,2020-03-07,sábado,17:20:00,MA,10,253,IMPERATRIZ,Ingestão de Álcool,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Sim,2,0,0,0,2,0,0,2,-5.48004757,-47.51473188,SR-MA,UOP01,DEL04
273874,2020-03-03,terça-feira,13:20:00,MA,222,678.4,ACAILANDIA,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Garoa/Chuvisco,Simples,Reta,Sim,2,0,1,0,1,0,1,2,-4.95184058,-47.48456324,SR-MA,UOP03,DEL04
273973,2020-03-08,domingo,03:45:00,MA,10,247,IMPERATRIZ,Ingestão de Substâncias Psicoativas,Colisão transversal,Sem Vítimas,Plena Noite,Decrescente,Chuva,Simples,Reta,Sim,2,0,0,0,0,2,0,2,-5.573772,-47.443893,SR-MA,UOP01,DEL04
274117,2020-03-08,domingo,16:10:00,MA,135,99.5,ITAPECURU MIRIM,Agressão Externa,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Reta,Não,3,0,2,1,0,0,3,1,-3.35516577,-44.46633026,SR-MA,UOP02,DEL01
274189,2020-03-08,domingo,19:20:00,MA,135,129.4,MIRANDA DO NORTE,Falta de Atenção à Condução,Colisão frontal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Sim,3,0,0,2,1,0,2,2,-3.5845001,-44.57512818,SR-MA,UOP02,DEL01
274277,2020-03-09,segunda-feira,09:30:00,MA,10,247,IMPERATRIZ,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Nublado,Simples,Reta,Sim,2,0,0,0,2,0,0,2,-5.573772,-47.443893,SR-MA,UOP01,DEL04
274313,2020-03-09,segunda-feira,14:45:00,MA,316,263,SANTA INES,Falta de Atenção à Condução,Colisão lateral,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Reta,Sim,2,0,0,1,1,0,1,2,-3.675226,-45.371643,SR-MA,UOP01,DEL02
274403,2020-03-09,segunda-feira,15:00:00,MA,402,5,ROSARIO,Falta de Atenção à Condução,Colisão lateral,Com Vítimas Feridas,Pleno dia,Crescente,Garoa/Chuvisco,Simples,Reta,Sim,2,0,1,0,1,0,1,2,-2.950777,-44.28315,SR-MA,UOP01,DEL01
274516,2020-03-10,terça-feira,13:30:00,MA,135,5.9,SAO LUIS,Falta de Atenção à Condução,Colisão lateral,Sem Vítimas,Pleno dia,Crescente,Sol,Dupla,Reta,Sim,2,0,0,0,1,1,0,2,-2.62145385,-44.25797421,SR-MA,UOP01,DEL01
274713,2020-02-26,quarta-feira,21:30:00,MA,230,402,BALSAS,Ingestão de álcool e/ou substâncias psicoativas pelo pedestre,Colisão frontal,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Simples,Reta,Sim,3,0,1,0,1,1,1,2,-7.50857084,-46.03158637,SR-MA,UOP01,DEL05
274721,2020-03-11,quarta-feira,12:00:00,MA,10,257.2,IMPERATRIZ,Desobediência às normas de trânsito pelo condutor,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Interseção de vias,Sim,2,0,1,0,1,0,1,2,-5.490634,-47.471973,SR-MA,UOP01,DEL04
274769,2020-03-11,quarta-feira,17:25:00,MA,135,14.4,SAO LUIS,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Reta,Sim,5,0,2,0,3,0,2,2,-2.691269,-44.301964,SR-MA,UOP01,DEL01
274825,2020-03-12,quinta-feira,05:10:00,MA,316,533.2,CAXIAS,Ingestão de Substâncias Psicoativas,Colisão com objeto estático,Com Vítimas Feridas,Amanhecer,Crescente,Céu Claro,Simples,Não Informado,Não,1,0,0,1,0,0,1,1,-4.829645,-43.502857,SR-MA,UOP02,DEL03
274966,2020-03-12,quinta-feira,14:30:00,MA,135,13,SAO LUIS,Pista Escorregadia,Danos eventuais,Sem Vítimas,Pleno dia,Crescente,Chuva,Dupla,Desvio Temporário,Sim,1,0,0,0,1,0,0,1,-2.68053538,-44.29512283,SR-MA,UOP01,DEL01
275098,2020-03-13,sexta-feira,13:05:00,MA,135,11,SAO LUIS,Desobediência às normas de trânsito pelo condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Reta,Sim,3,0,2,0,1,0,2,2,-2.664633,-44.28647,SR-MA,UOP01,DEL01
275226,2020-03-13,sexta-feira,11:40:00,MA,10,289,IMPERATRIZ,Desobediência às normas de trânsito pelo condutor,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Curva,Não,4,0,1,0,3,0,1,2,-5.206996,-47.517876,SR-MA,UOP01,DEL04
275255,2020-03-14,sábado,04:40:00,MA,10,144,PORTO FRANCO,Objeto estático sobre o leito carroçável,Colisão com objeto estático,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Simples,Rotatória,Não,2,0,1,0,0,1,1,1,-6.460998,-47.396477,SR-MA,UOP02,DEL04
275393,2020-03-14,sábado,03:50:00,MA,230,262,LORETO,Defeito Mecânico no Veículo,Colisão transversal,Sem Vítimas,Plena Noite,Crescente,Nublado,Simples,Não Informado,Não,2,0,0,0,2,0,0,2,-6.83511463,-45.05768804,SR-MA,UOP01,DEL05
275410,2020-03-14,sábado,17:05:00,MA,316,437,PERITORO,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Curva,Não,3,0,2,0,1,0,2,1,-4.415722,-44.232399,SR-MA,UOP01,DEL03
275654,2020-03-15,domingo,18:30:00,MA,10,232.6,GOVERNADOR EDISON LOBAO,Desobediência às normas de trânsito pelo condutor,Colisão lateral,Com Vítimas Fatais,Plena Noite,Decrescente,Chuva,Simples,Reta,Não,1,1,0,0,0,0,0,1,-5.685401,-47.369091,SR-MA,UOP01,DEL04
275656,2020-03-15,domingo,09:30:00,MA,222,500.8,BURITICUPU,Defeito na Via,Saída de leito carroçável,Com Vítimas Fatais,Pleno dia,Crescente,Chuva,Simples,Reta,Não,2,1,0,0,1,0,0,1,-4.30630159,-46.24599916,SR-MA,UOP01,DEL02
275657,2020-03-15,domingo,19:10:00,MA,10,257,IMPERATRIZ,Ultrapassagem Indevida,Colisão frontal,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Simples,Reta,Sim,2,0,1,1,0,0,2,2,-5.490634,-47.471973,SR-MA,UOP01,DEL04
275817,2020-03-16,segunda-feira,16:27:00,MA,222,361.8,SANTA INES,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim,3,0,0,2,1,0,2,2,-3.682647,-45.395611,SR-MA,UOP01,DEL02
275867,2020-02-23,domingo,11:00:00,MA,10,242,IMPERATRIZ,Desobediência às normas de trânsito pelo condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Não Informado,Sim,2,0,1,0,1,0,1,2,-5.610982,-47.418873,SR-MA,UOP01,DEL04
275924,2020-03-17,terça-feira,10:10:00,MA,316,590,TIMON,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Não Informado,Não,7,1,0,2,4,0,2,2,-4.998977,-43.039589,SR-MA,UOP02,DEL03
275960,2020-03-17,terça-feira,13:00:00,MA,10,133.9,PORTO FRANCO,Não guardar distância de segurança,Colisão lateral,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,2,0,0,1,1,0,1,2,-6.540191,-47.417217,SR-MA,UOP02,DEL04
276061,2020-03-18,quarta-feira,03:00:00,MA,316,611.6,TIMON,Restrição de Visibilidade,Colisão frontal,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Simples,Reta,Sim,3,0,0,2,1,0,2,2,-5.075141,-42.859455,SR-MA,UOP02,DEL03
276124,2020-03-18,quarta-feira,10:10:00,MA,135,6.8,SAO LUIS,Falta de Atenção à Condução,Colisão lateral,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,5,0,1,1,3,0,2,2,-2.6193733,-44.31843325,SR-MA,UOP01,DEL01
276209,2020-03-16,segunda-feira,17:50:00,MA,10,299,CIDELANDIA,Desobediência às normas de trânsito pelo condutor,Colisão traseira,Com Vítimas Feridas,Anoitecer,Crescente,Chuva,Dupla,Reta,Não,2,0,1,0,1,0,1,2,-5.122542,-47.547592,SR-MA,UOP03,DEL04
276225,2020-03-18,quarta-feira,09:25:00,MA,10,248.1,IMPERATRIZ,Animais na Pista,Atropelamento de Animal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim,2,0,2,0,0,0,2,1,-5.566143,-47.449028,SR-MA,UOP01,DEL04
276352,2020-03-19,quinta-feira,06:35:00,MA,135,18.7,SAO LUIS,Não guardar distância de segurança,Colisão frontal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,3,0,2,0,1,0,2,3,-2.56250228,-44.34018396,SR-MA,UOP01,DEL01
276403,2020-03-19,quinta-feira,16:35:00,MA,10,246,IMPERATRIZ,Desobediência às normas de trânsito pelo condutor,Colisão transversal,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Simples,Reta,Sim,3,0,0,1,2,0,1,3,-5.573772,-47.443893,SR-MA,UOP01,DEL04
276422,2020-03-19,quinta-feira,13:50:00,MA,NA,NA,IMPERATRIZ,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Pleno dia,Não Informado,Céu Claro,Simples,Interseção de vias,Sim,3,0,1,0,1,1,1,3,-5.521674,-47.476413,SR-MA,UOP01,DEL04
276450,2020-03-19,quinta-feira,18:10:00,MA,135,37.1,BACABEIRA,Defeito na Via,Saída de leito carroçável,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Dupla,Reta,Não,1,0,1,0,0,0,1,1,-2.867093,-44.37482,SR-MA,UOP01,DEL01
276453,2020-03-19,quinta-feira,16:20:00,MA,135,6,SAO LUIS,Falta de Atenção à Condução,Atropelamento de Pedestre,Sem Vítimas,Pleno dia,Decrescente,Nublado,Múltipla,Reta,Sim,3,0,0,0,2,1,0,2,-2.62877986,-44.26321818,SR-MA,UOP01,DEL01
276454,2020-03-19,quinta-feira,19:20:00,MA,10,321.2,ACAILANDIA,Desobediência às normas de trânsito pelo condutor,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Sim,3,0,1,0,2,0,1,2,-4.943377,-47.503078,SR-MA,UOP03,DEL04
